,id,from,to,priority,type,shape,length,speed,lane_id,num_lane,from_region,to_region,region
2609,-98524974,279637902,280310388,4,highway.residential,"7504.29,2894.85 7514.92,2909.24 7533.24,2926.14 7543.00,2957.38 7553.29,3002.82 7559.22,3027.79",162.06,13.89,-98524974_0,1,4,4,4
2610,-98613782,279637907,279637902,3,highway.living_street,"7419.17,2925.89 7481.70,2895.61 7491.76,2890.94",94.05,2.78,-98613782_0,1,4,4,4
2611,-98613785,568200352,2769741868,4,highway.residential,"9520.23,1564.09 9513.76,1563.14",18.08,13.89,-98613785_0,1,3,3,3
2612,-98636342#1,1323035666,2562753023,4,highway.residential,"11247.36,3164.94 11243.99,3165.59 11129.04,3145.89 11052.31,3138.06 11017.65,3138.10 10918.55,3138.39 10910.22,3136.51 10907.71,3134.82",351.97,13.89,-98636342#1_0,1,2,2,2
2613,-98636342#4,255734474,1323035666,4,highway.residential,"11282.32,2953.70 11279.05,2978.51 11276.18,3003.70 11270.76,3062.42 11268.30,3095.88 11261.48,3151.01 11259.22,3157.71 11257.19,3159.73",214.22,13.89,-98636342#4_0,1,2,2,2
2614,-98636345#2,255998916,255696725,7,highway.secondary,"11584.63,2037.30 11582.86,2037.08 11556.35,2036.12 11496.97,2039.98 11379.07,2048.45",220.23,13.89,-98636345#2_0,2,2,2,2
2615,-98636353#4,255734471,88334872,6,highway.tertiary,"10925.47,2904.72 10925.55,2904.29 10926.85,2899.64 10929.56,2890.11 10933.00,2882.00 10944.23,2854.69 10970.49,2812.91 10980.69,2793.12 10984.20,2778.46 10988.85,2760.27 10989.59,2756.71",173.41,13.89,-98636353#4_0,1,2,2,2
2616,-98640410#1,255734471,2562753011,6,highway.tertiary,"10926.84,2916.57 10917.41,3000.72 10915.67,3016.28 10906.40,3076.48 10900.89,3116.93",211.74,13.89,-98640410#1_0,1,2,2,2
2617,-98695079,1141807880,275998992,4,highway.residential,"6987.06,6799.51 7030.18,6723.65 7066.71,6705.67 7092.42,6705.67 7099.61,6702.42",172.22,13.89,-98695079_0,1,9,9,9
2618,-98940069,1144553319,353952464,4,highway.residential,"4345.53,9482.41 4337.44,9489.70 4260.10,9527.37 4252.73,9531.78",112.79,13.89,-98940069_0,1,0,0,0
2619,-98940078,1144553378,369571389,4,highway.residential,"4133.47,9461.19 4164.99,9512.75 4195.38,9559.72 4222.29,9596.18",168.90,13.89,-98940078_0,1,0,0,0
2620,-99038622,1145709416,1145709343,4,highway.residential,"3300.08,10279.59 3386.36,10336.44",110.88,13.89,-99038622_0,1,0,0,0
2621,-99038623,1145709338,1145709384,4,highway.residential,"3133.73,10199.55 3204.85,10236.45 3234.22,10216.29",124.82,13.89,-99038623_0,1,0,0,0
2622,-99038625#0,1428186045,1145709375,4,highway.residential,"3393.18,10248.05 3394.69,10249.90 3397.30,10257.97 3404.92,10266.69 3406.57,10276.70 3406.63,10289.24 3411.60,10308.40",78.98,13.89,-99038625#0_0,1,0,0,0
2623,-99038625#1,1428186043,1428186045,4,highway.residential,"3385.68,10242.04 3385.87,10242.11",6.59,13.89,-99038625#1_0,1,0,0,0
2624,-99628769#0,279919678,95172037,4,highway.residential,"9612.71,4103.71 9636.82,4101.95 9658.65,4098.78 9683.04,4092.54 9707.50,4085.05 9712.94,4084.61",115.52,13.89,-99628769#0_0,1,4,4,4
2625,-99790289#0,291793818,286602819,4,highway.residential,"8878.57,3990.01 8875.53,3991.14 8862.58,3995.17 8849.33,3997.37 8831.77,3999.50 8825.57,4000.38 8771.72,4008.76 8760.63,4009.05 8752.60,4006.12 8749.80,4000.35 8745.51,3950.98 8741.25,3890.70 8740.93,3870.01 8742.87,3838.52 8748.05,3793.26 8750.52,3775.03 8752.76,3767.29 8753.93,3764.50 8762.04,3753.67 8774.32,3740.76 8792.56,3727.70 8815.01,3719.58 8835.75,3714.90 8850.07,3712.88 8857.68,3712.56",501.56,13.89,-99790289#0_0,1,4,4,4
2626,-99790289#6,1586792064,291793818,4,highway.residential,"9100.09,3935.44 9095.86,3939.65 9086.69,3944.66 9068.22,3948.35 9031.24,3952.79 9006.88,3960.37 8990.52,3965.74 8951.81,3974.21 8942.55,3975.11 8920.05,3978.28 8910.46,3980.29 8891.91,3985.63",228.20,13.89,-99790289#6_0,1,4,4,4
2627,-99790289#7,279919745,1586792064,4,highway.residential,"9119.21,3877.02 9118.03,3886.72 9116.97,3903.27 9112.70,3916.74 9108.65,3923.71",63.83,13.89,-99790289#7_0,1,4,4,4
2628,-99790289#9,286602838,279919745,4,highway.residential,"9157.47,3806.41 9149.24,3816.40 9133.51,3839.35 9124.46,3857.00 9122.11,3863.90",82.50,13.89,-99790289#9_0,1,4,4,4
2629,-99790295#1,443338738,443338737,4,highway.residential,"7571.61,1608.68 7570.76,1616.23 7566.16,1661.17 7563.33,1684.38 7562.57,1691.86 7563.65,1698.06 7583.56,1725.13 7590.80,1730.11 7600.23,1731.96 7627.30,1728.87 7678.16,1721.51 7697.90,1716.71",261.84,13.89,-99790295#1_0,1,3,3,3
2630,-99790295#2,443338739,443338738,4,highway.residential,"7601.35,1544.18 7574.12,1589.79 7573.51,1593.83",71.65,13.89,-99790295#2_0,1,3,3,3
2631,-99899257#0,791778285,255874121,4,highway.residential,"8389.27,1280.13 8281.59,1222.58",129.08,8.33,-99899257#0_0,1,3,3,3
2632,-99899257#1,256009046,791778285,4,highway.residential,"8430.77,1303.43 8401.81,1287.04",48.02,8.33,-99899257#1_0,1,3,3,3
2633,-99899257#2,278814260,256009046,4,highway.residential,"8484.02,1332.95 8443.33,1310.46",61.15,8.33,-99899257#2_0,1,3,3,3
2634,-99899257#3,256009045,278814260,4,highway.residential,"8535.90,1361.90 8496.65,1339.96",59.78,8.33,-99899257#3_0,1,3,3,3
2635,-99899257#4,256009044,256009045,4,highway.residential,"8585.09,1397.47 8569.13,1381.99 8548.81,1369.46",60.92,8.33,-99899257#4_0,1,3,3,3
2636,-99899257#5,286388046,256009044,4,highway.residential,"8602.10,1415.63 8595.15,1407.91",24.24,8.33,-99899257#5_0,1,3,3,3
2637,-99899257#6,256009043,286388046,4,highway.residential,"8623.96,1440.84 8611.61,1426.47",34.22,8.33,-99899257#6_0,1,3,3,3
2638,-99899257#7,256009042,256009043,4,highway.residential,"8643.89,1469.23 8632.76,1452.46",35.76,8.33,-99899257#7_0,1,3,3,3
2639,100290485#0,267860506,1643958158,4,highway.residential,"9310.34,1979.00 9306.65,1971.00 9301.69,1966.66 9295.71,1964.40 9286.64,1964.12 9268.36,1966.30 9260.01,1967.29",70.57,13.89,100290485#0_0,1,3,3,3
2640,100466664#0,1643958109,1643958114,3,highway.living_street,"9718.83,1724.82 9719.57,1725.84 9721.41,1730.20 9723.00,1736.87 9723.94,1739.67 9724.90,1741.29",30.29,2.78,100466664#0_0,1,3,3,3
2641,100466670#1,320380190,320380896,4,highway.residential,"9709.21,2518.77 9659.40,2409.19 9656.05,2402.02 9647.36,2384.10",155.48,8.33,100466670#1_0,1,2,2,2
2642,103568319,325112921,1195819869,5,highway.unclassified,"5211.66,1871.27 5215.82,1884.19 5223.86,1892.87",38.08,13.89,103568319_0,1,11,11,11
2643,103568323#0,2126143601,325112921,5,highway.unclassified,"5216.06,1843.43 5210.14,1862.82",23.98,13.89,103568323#0_0,1,11,11,11
2644,103568323#1,325112921,cluster_1195819778_1195819792_1231170322_1231170349,5,highway.unclassified,"5207.73,1871.35 5205.16,1880.73 5204.15,1884.38",34.77,13.89,103568323#1_0,1,11,11,11
2645,103568325,36132561,36132559,9,highway.primary,"4615.12,1700.69 4401.11,1628.10 4328.36,1597.64 4136.29,1531.60",513.51,19.44,103568325_0,1,11,11,11
2646,103568343,773161788,36132566,9,highway.primary,"6093.51,2288.99 6021.42,2251.45 5946.47,2213.73 5859.47,2174.29 5788.41,2144.17",346.19,19.44,103568343_0,1,4,11,-1
2647,103568345#0,cluster_1131402890_273994904,1231163469,8,highway.primary_link,"3788.91,1449.46 3797.34,1427.29 3799.46,1423.88",48.20,27.78,103568345#0_0,1,11,11,11
2648,103568352#0,1195820009,1195820086,9,highway.primary,"4881.89,1781.92 5011.33,1822.71 5153.24,1872.72",297.30,19.44,103568352#0_0,2,11,11,11
2649,103568352#1,1195820086,cluster_1195819778_1195819792_1231170322_1231170349,9,highway.primary,"5168.91,1878.60 5184.40,1884.41 5186.32,1884.89",37.62,19.44,103568352#1_0,2,11,11,11
2650,103568355#0,1195820237,cluster_1195819874_325115099,5,highway.unclassified,"5230.92,1920.67 5215.74,1915.81 5202.65,1917.36 5195.92,1920.58",68.96,13.89,103568355#0_0,1,11,11,11
2651,103568358#0,1195820086,1195819893,5,highway.unclassified,"5169.72,1874.08 5177.09,1874.04 5186.39,1872.37 5189.92,1871.68 5194.96,1868.74",38.85,13.89,103568358#0_0,1,11,11,11
2652,103568363,cluster_1195819874_325115099,cluster_1195819778_1195819792_1231170322_1231170349,5,highway.unclassified,"5183.31,1915.48 5184.98,1907.74 5185.32,1906.65",39.91,13.89,103568363_0,1,11,11,11
2653,103568365,1195819770,1195820009,9,highway.primary,"3949.96,1455.47 4064.24,1495.60 4280.56,1571.79 4477.71,1639.31 4881.71,1781.86",991.38,27.78,103568365_0,2,11,11,11
2654,103568372,1195819841,773161788,9,highway.primary,"5754.75,2118.46 5791.03,2133.39 5864.30,2166.12 5948.12,2210.23 6021.84,2246.77 6095.05,2286.02",387.88,19.44,103568372_0,1,11,4,-1
2655,103568376,cluster_1195819874_325115099,618683961,5,highway.unclassified,"5179.50,1940.57 5149.33,2005.46 5120.73,2062.44 5096.67,2107.75 5080.87,2144.29 5078.17,2152.57",255.11,8.33,103568376_0,1,11,11,11
2656,10375524#0,335768401,cluster_335768431_88296015,6,highway.tertiary,"11741.54,5824.30 11725.10,5831.58 11719.23,5834.18",49.15,13.89,10375524#0_0,1,10,10,10
2657,10375734#0,88296880,931597830,7,highway.secondary,"10763.55,7364.00 10767.12,7363.87 10773.55,7365.72 10776.23,7367.55",30.70,13.89,10375734#0_0,2,7,7,7
2658,10375734#1,931597830,88296883,7,highway.secondary,"10785.35,7384.25 10785.44,7387.31 10785.03,7388.75",23.44,13.89,10375734#1_0,2,7,7,7
2659,10375734#2,88296883,670958628,7,highway.secondary,"10771.94,7404.05 10767.14,7405.53 10759.73,7405.13 10754.91,7403.05",34.03,13.89,10375734#2_0,2,7,7,7
2660,10375734#3,670958628,88296880,7,highway.secondary,"10744.09,7388.14 10743.54,7383.79 10745.01,7376.92 10747.30,7373.17",32.21,13.89,10375734#3_0,2,7,7,7
2661,10375754#1,cluster_335768431_88296015,2259778999,7,highway.secondary,"11688.81,5850.79 11688.17,5851.03",20.51,13.89,10375754#1_0,2,10,10,10
2662,10375797#0,670958628,429162172,7,highway.secondary,"10747.02,7403.28 10743.67,7405.66 10737.21,7413.62 10730.43,7424.83 10727.72,7440.67 10728.46,7470.82 10727.63,7498.29",111.58,13.89,10375797#0_0,2,7,7,7
2663,10375811#1,670955568,88298196,7,highway.secondary,"10145.28,8169.21 10145.47,8169.14",4.74,13.89,10375811#1_0,2,7,7,7
2664,10375811#2,88298196,88298197,7,highway.secondary,"10156.45,8169.77 10156.62,8169.89",14.12,13.89,10375811#2_0,2,7,7,7
2665,10375811#3,88298197,88298198,7,highway.secondary,"10163.74,8176.63 10164.50,8177.69 10164.70,8178.37",10.17,13.89,10375811#3_0,2,7,7,7
2666,10375811#4,88298198,670955584,7,highway.secondary,"10164.94,8192.26 10164.80,8192.41",15.19,13.89,10375811#4_0,2,7,7,7
2667,10375811#5,670955584,88298201,7,highway.secondary,"10155.54,8200.04 10155.37,8200.14",14.58,13.89,10375811#5_0,2,7,7,7
2668,10375811#6,88298201,88298202,7,highway.secondary,"10136.80,8195.85 10136.72,8195.66",14.74,13.89,10375811#6_0,2,7,7,7
2669,10375811#7,88298202,670955594,7,highway.secondary,"10133.02,8184.53 10132.99,8184.34",5.18,13.89,10375811#7_0,2,7,7,7
2670,10375811#8,670955594,670955568,7,highway.secondary,"10135.23,8177.35 10135.34,8177.18",15.54,13.89,10375811#8_0,2,7,7,7
2671,10376030#0,88298201,88303244,7,highway.secondary,"10142.45,8203.56 10142.30,8203.70",96.78,13.89,10376030#0_0,2,7,7,7
2672,10376030#2,88303244,279299971,7,highway.secondary,"10070.82,8267.59 10065.70,8271.55 10031.85,8297.58 9964.89,8338.16 9907.07,8373.26 9900.71,8376.80",213.89,13.89,10376030#2_0,2,7,7,7
2673,10376030#4,279299971,cluster_3667868449_429162176,7,highway.secondary,"9888.19,8384.02 9785.57,8445.50 9716.04,8490.04",219.41,13.89,10376030#4_0,2,7,6,-1
2674,10376604#0,88318764,288117701,6,highway.tertiary,"7376.93,7701.80 7383.65,7701.60 7398.28,7701.43",40.57,13.89,10376604#0_0,1,8,8,8
2675,10376627,88319599,88320292,6,highway.tertiary,"7786.41,7639.62 7787.29,7638.01 7790.43,7635.20 7794.34,7633.62 7798.56,7633.46 7800.08,7633.94",29.30,13.89,10376627_0,1,6,6,6
2676,10376658#0,88320292,1547098330,6,highway.tertiary,"7809.75,7632.83 7816.92,7628.11 7828.42,7624.42 7872.45,7614.99 7928.01,7603.13 7946.49,7600.39 7969.44,7595.87 7993.10,7591.21 8026.78,7584.59 8062.00,7578.04",269.48,13.89,10376658#0_0,1,6,6,6
2677,10376685#0,88320302,2155911473,6,highway.tertiary,"8312.62,7570.88 8317.04,7576.22 8328.46,7588.57",39.34,13.89,10376685#0_0,1,6,6,6
2678,10376981#1,88328950,88330219,7,highway.secondary,"10622.80,3686.04 10622.31,3683.03 10624.65,3675.29 10628.10,3671.27",31.85,13.89,10376981#1_0,2,2,2,2
2679,10376981#2,88330219,88332114,7,highway.secondary,"10646.41,3664.84 10653.88,3667.03 10659.96,3673.12",30.93,13.89,10376981#2_0,2,2,2,2
2680,10376981#3,88332114,88330227,7,highway.secondary,"10663.76,3686.16 10663.86,3688.75 10661.39,3695.46",19.12,13.89,10376981#3_0,2,2,2,2
2681,10376981#4,88330227,88330229,7,highway.secondary,"10654.60,3701.95 10654.44,3702.06",9.20,13.89,10376981#4_0,2,2,2,2
2682,10376981#5,88330229,88328950,7,highway.secondary,"10644.90,3705.71 10643.34,3705.99 10636.92,3705.04 10629.50,3700.93 10627.78,3698.63",28.95,13.89,10376981#5_0,2,2,2,2
2683,10377008,2125238568,88330798,7,highway.secondary,"10652.38,3727.19 10646.84,3723.88 10627.06,3718.23 10613.72,3706.52 10608.28,3703.50",84.75,13.89,10377008_0,2,2,2,2
2684,10377025#0,88331839,88330790,7,highway.secondary,"10698.14,3672.36 10697.90,3672.67 10684.74,3685.02 10674.36,3710.50 10673.30,3713.09",76.24,13.89,10377025#0_0,2,2,2,2
2685,10377109#2,255735132,2562753024,6,highway.tertiary,"10833.62,3401.70 10843.47,3354.77 10870.76,3218.05 10887.43,3144.20 10889.72,3137.81",283.79,13.89,10377109#2_0,1,2,2,2
2686,10377152#0,88335734,88335726,6,highway.tertiary,"11052.98,2480.74 11052.69,2480.46 11050.07,2477.76 11048.83,2474.80 11048.64,2473.33",21.82,13.89,10377152#0_0,1,2,2,2
2687,10377152#1,88335726,88336945,6,highway.tertiary,"11052.03,2461.26 11052.59,2460.60 11054.88,2459.38 11058.29,2457.44 11058.47,2457.42",21.02,13.89,10377152#1_0,1,2,2,2
2688,10377152#2,88336945,88335731,6,highway.tertiary,"11071.26,2461.06 11074.02,2464.85 11074.10,2465.20",18.33,13.89,10377152#2_0,1,2,2,2
2689,10377152#3,88335731,88335734,6,highway.tertiary,"11073.41,2477.81 11072.79,2478.75 11069.41,2482.07 11064.97,2483.83",23.72,13.89,10377152#3_0,1,2,2,2
2690,10377180#0,88336945,317539821,6,highway.tertiary,"11065.23,2451.77 11082.26,2382.43",83.55,13.89,10377180#0_0,1,2,2,2
2691,10377180#1,317539821,88336950,6,highway.tertiary,"11085.95,2368.27 11090.16,2352.81 11101.26,2321.81 11114.32,2286.33 11138.84,2218.89 11173.58,2126.49 11190.97,2067.05",339.21,13.89,10377180#1_0,1,2,2,2
2692,10377182#0,95158870,318139042,7,highway.secondary,"10470.79,2142.43 10488.54,2137.95",24.77,13.89,10377182#0_0,2,2,2,2
2693,10377182#1,318139042,317539001,7,highway.secondary,"10498.46,2135.53 10505.07,2134.00 10573.36,2120.73 10662.66,2109.91 10673.84,2108.71",187.20,13.89,10377182#1_0,2,2,2,2
2694,10377232,88336950,320389251,6,highway.tertiary,"11197.48,2043.82 11198.31,2040.71 11202.51,2030.44",30.09,19.44,10377232_0,1,2,2,2
2695,10377347#0,95170565,cluster_1151977571_291781725_291781728,7,highway.secondary,"9673.01,3663.17 9670.92,3656.88 9667.81,3647.23",35.71,13.89,10377347#0_0,2,4,4,4
2696,104245687,1553550134,1553550121,4,highway.residential,"6508.77,7813.99 6510.81,7810.18 6519.14,7793.60 6528.94,7780.30 6544.69,7764.29 6545.30,7764.15",71.97,13.89,104245687_0,1,8,8,8
2697,104245694,295537247,1202973576,3,highway.living_street,"7071.89,8314.79 7126.91,8312.88",62.28,8.33,104245694_0,1,8,8,8
2698,104245700#0,1202973685,1202973282,3,highway.living_street,"6672.06,7974.89 6663.31,7977.20 6650.84,7983.16 6638.07,7987.04 6628.56,7988.63 6624.09,7988.75 6613.13,7989.08 6602.16,7991.40 6594.84,7992.51 6590.57,7993.11",92.35,2.78,104245700#0_0,1,8,8,8
2699,104245711#1,1202973715,1202973290,4,highway.residential,"6499.97,7827.42 6499.88,7827.25",10.91,13.89,104245711#1_0,1,8,8,8
2700,104245711#2,1202973290,1553550134,4,highway.residential,"6502.58,7818.39 6502.76,7818.32",10.72,13.89,104245711#2_0,1,8,8,8
2701,104245711#3,1553550134,1202973715,4,highway.residential,"6510.99,7823.98 6510.83,7825.49 6510.49,7826.23",15.05,13.89,104245711#3_0,1,8,8,8
2702,104245713,1202973734,60694293,3,highway.living_street,"9383.58,9939.58 9348.78,9905.46",48.86,2.78,104245713_0,1,5,5,5
2703,104245716,1202973672,1202973292,4,highway.residential,"6711.73,7953.35 6681.31,7971.06",42.64,13.89,104245716_0,1,8,8,8
2704,104290239#0,cluster_344222632_931710793,1203324300,3,highway.living_street,"6296.20,10226.19 6291.21,10223.17 6260.50,10206.50 6249.90,10200.84",64.20,2.78,104290239#0_0,1,8,8,8
2705,104982932,1210378651,1210378655,4,highway.residential,"9122.91,8141.73 9169.42,8099.16",70.81,13.89,104982932_0,1,6,6,6
2706,104982935,1210378663,1210378665,4,highway.residential,"9183.33,8029.84 9156.58,8053.41",43.17,13.89,104982935_0,1,6,6,6
2707,104982937,1210378679,cluster_1210378682_1210378704,4,highway.residential,"9248.24,8144.93 9223.28,8158.26",36.70,13.89,104982937_0,1,6,6,6
2708,104982940,1210378700,cluster_1210378682_1210378704,4,highway.residential,"9157.99,8219.42 9211.83,8171.28",82.21,13.89,104982940_0,1,6,6,6
2709,104982943,1210378714,1210378716,4,highway.residential,"9285.43,8232.91 9251.99,8239.74",41.62,13.89,104982943_0,1,6,6,6
2710,104984409#0,1210390048,1210390049,4,highway.residential,"8954.42,8298.74 8977.65,8277.91",38.83,13.89,104984409#0_0,1,6,6,6
2711,104984409#1,1210390049,1210390051,4,highway.residential,"8988.45,8268.27 9066.27,8199.30",118.51,13.89,104984409#1_0,1,6,6,6
2712,104984410,1210390055,1210390049,4,highway.residential,"9073.52,8406.20 8987.42,8281.20",159.43,13.89,104984410_0,1,6,6,6
2713,10714206#0,cluster_1500584069_318138424,267659243,4,highway.residential,"10203.57,2248.29 10200.42,2233.28 10196.52,2196.24",69.45,13.89,10714206#0_0,1,2,2,2
2714,10714206#1,267659243,95161196,4,highway.residential,"10195.48,2185.54 10192.86,2155.63 10190.90,2133.34 10195.14,2114.12",76.81,13.89,10714206#1_0,1,2,2,2
2715,10714404#0,1643958109,255738722,4,highway.residential,"9715.54,1711.39 9720.50,1694.85 9727.42,1678.58 9731.47,1667.59 9738.35,1648.36 9746.90,1613.58 9749.24,1594.58 9748.06,1547.64 9746.16,1455.02 9745.99,1431.82 9746.45,1397.39 9746.98,1391.70",342.20,8.33,10714404#0_0,1,3,3,3
2716,10714447,267859586,267658990,4,highway.residential,"9624.32,2315.26 9670.99,2306.43 9780.06,2289.22 9783.24,2286.89 9784.48,2284.12 9778.68,2254.59",207.61,13.89,10714447_0,1,2,2,2
2717,108236138#1,344295595,cluster_2156306306_279298355,6,highway.tertiary,"9539.59,7842.60 9559.33,7843.10 9584.97,7841.67 9597.46,7839.62",77.17,13.89,108236138#1_0,1,7,7,7
2718,108243909,344295510,344295595,6,highway.tertiary,"9436.37,7838.45 9437.62,7838.52 9445.13,7838.90 9451.33,7839.20 9457.25,7839.51 9470.88,7840.14 9483.48,7840.78 9525.12,7842.17",102.39,13.89,108243909_0,1,7,7,7
2719,111324937,1268672456,1268672450,4,highway.residential,"10235.73,8842.29 10247.72,8830.06 10306.13,8888.50",103.81,13.89,111324937_0,1,7,7,7
2720,114354835,1295522240,1295522242,3,highway.living_street,"9811.65,1889.04 9826.87,1885.63",15.74,2.78,114354835_0,1,3,3,3
2721,114354836,1295522242,268024711,3,highway.living_street,"9826.78,1885.65 9850.16,1878.93",30.24,2.78,114354836_0,1,3,3,3
2722,114514480#0,1297057879,1297053432,3,highway.living_street,"5812.19,8387.93 5816.81,8401.55 5822.10,8417.14 5821.64,8433.36",58.35,2.78,114514480#0_0,1,8,8,8
2723,114514563#0,1297057879,1297057877,3,highway.living_street,"5804.54,8385.20 5802.16,8384.91 5796.33,8380.88 5789.73,8365.16 5790.40,8359.20",35.78,2.78,114514563#0_0,1,8,8,8
2724,114514563#1,1297057877,1297057879,3,highway.living_street,"5792.09,8356.05 5798.44,8350.75 5808.51,8349.95 5818.30,8371.59 5816.52,8379.07 5813.51,8382.11",54.61,2.78,114514563#1_0,1,8,8,8
2725,114514908#0,1297061197,1314027433,3,highway.living_street,"5780.44,8343.40 5761.58,8320.40",40.05,2.78,114514908#0_0,1,8,8,8
2726,114514908#1,1314027433,1049747685,3,highway.living_street,"5751.60,8308.00 5743.16,8297.14",27.19,2.78,114514908#1_0,1,8,8,8
2727,115885587#2,317539001,95158872,7,highway.secondary,"10688.25,2107.00 10705.56,2104.79",33.82,13.89,115885587#2_0,2,2,2,2
2728,115885587#3,95158872,477431772,7,highway.secondary,"10719.82,2102.93 10758.19,2097.73 10840.44,2086.05",135.16,13.89,115885587#3_0,2,2,2,2
2729,115885588#1,477431772,268025941,7,highway.secondary,"10854.52,2084.39 10874.66,2082.51 10893.19,2080.82",54.35,13.89,115885588#1_0,2,2,2,2
2730,115885588#2,268025941,88337230,7,highway.secondary,"10907.63,2079.48 11043.49,2066.64",149.68,13.89,115885588#2_0,2,2,2,2
2731,115885588#3,88337230,88336950,7,highway.secondary,"11057.45,2065.10 11090.01,2060.97 11185.53,2051.99",145.49,13.89,115885588#3_0,2,2,2,2
2732,116589540,1314027433,1314027390,3,highway.living_street,"5754.36,8321.42 5752.62,8324.36",13.18,2.78,116589540_0,1,8,8,8
2733,116595408,1314071145,1314071158,4,highway.residential,"7633.38,9325.44 7627.80,9298.34",35.00,13.89,116595408_0,1,8,8,8
2734,116599152,1314092932,1314093006,4,highway.residential,"6813.87,6572.54 6810.72,6584.31 6801.50,6610.78 6797.14,6631.42",68.95,13.89,116599152_0,1,9,9,9
2735,117416079,1322785610,1322785386,3,highway.living_street,"9396.29,7342.07 9384.67,7333.82",21.06,2.78,117416079_0,1,7,7,7
2736,117416084,cluster_1322785346_1322785484,1322785418,3,highway.living_street,"9660.86,7466.02 9699.07,7490.67 9712.15,7469.24",86.80,2.78,117416084_0,1,7,7,7
2737,117416086#0,1322785467,cluster_1322785346_1322785484,3,highway.living_street,"9589.35,7496.78 9593.60,7492.68 9604.20,7486.89 9618.27,7485.28 9631.57,7482.59 9635.15,7479.34",74.49,2.78,117416086#0_0,1,7,7,7
2738,117416086#2,cluster_1322785346_1322785484,1322785237,3,highway.living_street,"9653.90,7455.22 9658.16,7447.67",23.64,2.78,117416086#2_0,1,7,7,7
